lat,lon,time_value,date_value
47.00615,8.34345,09:46:05,2023-05-28
47.00615,8.343448,09:46:15,2023-05-28
47.00615,8.343445,09:46:26,2023-05-28
47.00615,8.343442,09:46:37,2023-05-28
47.00615,8.34344,09:46:46,2023-05-28
47.00615,8.343437,09:46:57,2023-05-28
47.00615,8.343435,09:47:07,2023-05-28
47.00616,8.343406,09:47:17,2023-05-28
47.00618,8.343309,09:47:27,2023-05-28
47.00623,8.343207,09:47:43,2023-05-28
47.00635,8.343082,09:47:52,2023-05-28
47.00639,8.343052,09:48:02,2023-05-28
47.00641,8.343034,09:48:13,2023-05-28
47.00642,8.343025,09:48:23,2023-05-28
47.00643,8.343017,09:48:33,2023-05-28
47.00644,8.343011,09:48:45,2023-05-28
47.00644,8.343007,09:48:54,2023-05-28
47.00645,8.343003,09:49:04,2023-05-28
47.00645,8.342999,09:49:15,2023-05-28
47.00645,8.342996,09:49:25,2023-05-28
47.00646,8.342992,09:49:35,2023-05-28
47.00646,8.34299,09:49:48,2023-05-28
47.00646,8.342987,09:49:57,2023-05-28
47.00646,8.342986,09:50:07,2023-05-28
47.00646,8.342984,09:50:17,2023-05-28
47.00646,8.342983,09:50:28,2023-05-28
47.00646,8.342981,09:50:38,2023-05-28
47.00646,8.342978,09:50:50,2023-05-28
47.00646,8.342975,09:50:59,2023-05-28
47.00646,8.342971,09:51:09,2023-05-28
47.00646,8.342968,09:51:19,2023-05-28
47.00646,8.342964,09:51:29,2023-05-28
47.00646,8.34296,09:51:40,2023-05-28
47.00647,8.342957,09:51:51,2023-05-28
47.00647,8.342953,09:52:01,2023-05-28
47.00646,8.34295,09:52:11,2023-05-28
47.00647,8.342947,09:52:21,2023-05-28
47.00647,8.342944,09:52:31,2023-05-28
47.00647,8.34294,09:52:42,2023-05-28
47.00647,8.342937,09:52:53,2023-05-28
47.00647,8.342933,09:53:02,2023-05-28
47.00647,8.34293,09:53:13,2023-05-28
47.00647,8.342926,09:53:23,2023-05-28
47.00647,8.342923,09:53:33,2023-05-28
47.00647,8.342919,09:53:43,2023-05-28
47.00647,8.342916,09:53:55,2023-05-28
47.00647,8.342914,09:54:04,2023-05-28
47.00647,8.342911,09:54:14,2023-05-28
47.00647,8.342909,09:54:24,2023-05-28
47.00647,8.342906,09:54:35,2023-05-28
47.00647,8.342904,09:54:45,2023-05-28
47.00647,8.342901,09:54:57,2023-05-28
47.00647,8.342898,09:55:06,2023-05-28
47.00648,8.342894,09:55:16,2023-05-28
47.00648,8.342892,09:55:26,2023-05-28
47.00648,8.34289,09:55:36,2023-05-28
47.00648,8.342889,09:55:46,2023-05-28
47.00648,8.342886,09:55:58,2023-05-28
47.00648,8.342884,09:56:07,2023-05-28
47.00648,8.342882,09:56:17,2023-05-28
47.00649,8.342879,09:56:27,2023-05-28
47.00649,8.342876,09:56:38,2023-05-28
47.00649,8.342874,09:56:48,2023-05-28
47.00649,8.342872,09:57:00,2023-05-28
47.00649,8.342868,09:57:08,2023-05-28
47.00649,8.342864,09:57:19,2023-05-28
47.00653,8.342852,09:57:29,2023-05-28
47.00669,8.342804,09:57:39,2023-05-28
47.00696,8.342767,09:57:49,2023-05-28
47.0072,8.342761,09:58:01,2023-05-28
47.00746,8.342784,09:58:10,2023-05-28
47.00763,8.342944,09:58:20,2023-05-28
47.00779,8.343179,09:58:31,2023-05-28
47.00796,8.343364,09:58:41,2023-05-28
47.00815,8.343506,09:58:51,2023-05-28
47.00838,8.343578,09:59:03,2023-05-28
47.00863,8.34359,09:59:12,2023-05-28
47.00885,8.34359,09:59:22,2023-05-28
47.00908,8.343594,09:59:32,2023-05-28
47.00931,8.343626,09:59:42,2023-05-28
47.00954,8.343666,09:59:53,2023-05-28
47.00978,8.343692,10:00:05,2023-05-28
47.01002,8.343704,10:00:14,2023-05-28
47.01025,8.343742,10:00:24,2023-05-28
47.01048,8.343751,10:00:34,2023-05-28
47.01071,8.343775,10:00:44,2023-05-28
47.01095,8.343811,10:00:55,2023-05-28
47.01116,8.343849,10:01:07,2023-05-28
47.0114,8.343857,10:01:16,2023-05-28
47.01164,8.343881,10:01:26,2023-05-28
47.01187,8.343936,10:01:36,2023-05-28
47.01209,8.34396,10:01:46,2023-05-28
47.01231,8.343972,10:01:56,2023-05-28
47.01256,8.343965,10:02:08,2023-05-28
47.01278,8.344002,10:02:17,2023-05-28
47.01299,8.344058,10:02:27,2023-05-28
47.0132,8.344079,10:02:37,2023-05-28
47.01345,8.344099,10:02:48,2023-05-28
47.01369,8.344088,10:02:58,2023-05-28
47.01391,8.344098,10:03:10,2023-05-28
47.01416,8.344086,10:03:19,2023-05-28
47.01437,8.344097,10:03:29,2023-05-28
47.01458,8.344074,10:03:39,2023-05-28
47.01478,8.344014,10:03:49,2023-05-28
47.01502,8.343999,10:04:00,2023-05-28
47.01526,8.343988,10:04:11,2023-05-28
47.01547,8.343965,10:04:20,2023-05-28
47.01572,8.343954,10:04:31,2023-05-28
47.01594,8.343921,10:04:41,2023-05-28
47.01617,8.343922,10:04:51,2023-05-28
47.01638,8.343907,10:05:01,2023-05-28
47.01662,8.343851,10:05:13,2023-05-28
47.01683,8.343835,10:05:22,2023-05-28
47.01705,8.34388,10:05:32,2023-05-28
47.01725,8.343923,10:05:42,2023-05-28
47.01748,8.343966,10:05:53,2023-05-28
47.01769,8.344035,10:06:03,2023-05-28
47.0179,8.344095,10:06:15,2023-05-28
47.01813,8.344069,10:06:23,2023-05-28
47.01836,8.344049,10:06:34,2023-05-28
47.01858,8.344,10:06:44,2023-05-28
47.01881,8.343938,10:06:54,2023-05-28
47.01903,8.3439,10:07:04,2023-05-28
47.01923,8.343907,10:07:16,2023-05-28
47.01949,8.343933,10:07:25,2023-05-28
47.01971,8.343944,10:07:35,2023-05-28
47.01993,8.343931,10:07:45,2023-05-28
47.02017,8.343873,10:07:56,2023-05-28
47.0204,8.343804,10:08:06,2023-05-28
47.02062,8.34377,10:08:18,2023-05-28
47.02085,8.343774,10:08:27,2023-05-28
47.02107,8.343791,10:08:37,2023-05-28
47.02129,8.343758,10:08:47,2023-05-28
47.02151,8.343671,10:08:57,2023-05-28
47.02175,8.343603,10:09:07,2023-05-28
47.02199,8.343512,10:09:19,2023-05-28
47.0222,8.343385,10:09:28,2023-05-28
47.02245,8.343248,10:09:39,2023-05-28
47.02265,8.343175,10:09:49,2023-05-28
47.02287,8.343119,10:09:59,2023-05-28
47.02308,8.343093,10:10:09,2023-05-28
47.02333,8.343085,10:10:21,2023-05-28
47.02354,8.343021,10:10:30,2023-05-28
47.02377,8.342922,10:10:40,2023-05-28
47.02403,8.342822,10:10:51,2023-05-28
47.02426,8.342735,10:11:01,2023-05-28
47.02447,8.342682,10:11:11,2023-05-28
47.02468,8.342608,10:11:23,2023-05-28
47.02491,8.342486,10:11:32,2023-05-28
47.02514,8.342386,10:11:42,2023-05-28
47.02537,8.342315,10:11:52,2023-05-28
47.02559,8.342284,10:12:02,2023-05-28
47.02584,8.342176,10:12:13,2023-05-28
47.02607,8.342077,10:12:24,2023-05-28
47.0263,8.341984,10:12:33,2023-05-28
47.02653,8.341906,10:12:44,2023-05-28
47.02676,8.341885,10:12:54,2023-05-28
47.02699,8.341875,10:13:04,2023-05-28
47.0272,8.341918,10:13:14,2023-05-28
47.02741,8.341994,10:13:26,2023-05-28
47.02764,8.342018,10:13:35,2023-05-28
47.02786,8.341951,10:13:45,2023-05-28
47.0281,8.341869,10:13:55,2023-05-28
47.02834,8.341801,10:14:06,2023-05-28
47.02856,8.341748,10:14:16,2023-05-28
47.02878,8.341707,10:14:28,2023-05-28
47.02901,8.341658,10:14:36,2023-05-28
47.02925,8.341572,10:14:47,2023-05-28
47.02948,8.341487,10:14:57,2023-05-28
47.02972,8.341391,10:15:07,2023-05-28
47.02995,8.341331,10:15:17,2023-05-28
47.0302,8.341249,10:15:29,2023-05-28
47.03043,8.341172,10:15:38,2023-05-28
47.03067,8.341108,10:15:48,2023-05-28
47.03092,8.340997,10:15:59,2023-05-28
47.03114,8.340914,10:16:09,2023-05-28
47.03136,8.340816,10:16:19,2023-05-28
47.03159,8.340723,10:16:31,2023-05-28
47.03186,8.340625,10:16:40,2023-05-28
47.03207,8.340542,10:16:50,2023-05-28
47.0323,8.340485,10:17:00,2023-05-28
47.03256,8.340376,10:17:11,2023-05-28
47.03277,8.340236,10:17:21,2023-05-28
47.03299,8.340084,10:17:33,2023-05-28
47.03321,8.339945,10:17:41,2023-05-28
47.03344,8.339812,10:17:52,2023-05-28
47.03365,8.339672,10:18:02,2023-05-28
47.03386,8.339542,10:18:12,2023-05-28
47.03407,8.339428,10:18:22,2023-05-28
47.03432,8.33926,10:18:34,2023-05-28
47.03454,8.339117,10:18:43,2023-05-28
47.03478,8.33901,10:18:54,2023-05-28
47.035,8.33889,10:19:04,2023-05-28
47.0352,8.338718,10:19:14,2023-05-28
47.03539,8.338532,10:19:24,2023-05-28
47.03559,8.338346,10:19:36,2023-05-28
47.03581,8.338157,10:19:45,2023-05-28
47.03601,8.337965,10:19:55,2023-05-28
47.03622,8.337774,10:20:06,2023-05-28
47.03643,8.337641,10:20:16,2023-05-28
47.03664,8.337525,10:20:26,2023-05-28
47.03684,8.33738,10:20:38,2023-05-28
47.03704,8.337194,10:20:47,2023-05-28
47.03722,8.337051,10:20:57,2023-05-28
47.03741,8.336903,10:21:07,2023-05-28
47.03758,8.336732,10:21:17,2023-05-28
47.03775,8.336558,10:21:27,2023-05-28
47.03796,8.336391,10:21:39,2023-05-28
47.03817,8.336275,10:21:48,2023-05-28
47.03839,8.336145,10:21:59,2023-05-28
47.03858,8.33597,10:22:09,2023-05-28
47.03878,8.335796,10:22:19,2023-05-28
47.03899,8.335658,10:22:29,2023-05-28
47.03924,8.335499,10:22:41,2023-05-28
47.03945,8.335318,10:22:50,2023-05-28
47.03968,8.335119,10:23:01,2023-05-28
47.03983,8.334907,10:23:11,2023-05-28
47.04,8.33469,10:23:21,2023-05-28
47.04019,8.334534,10:23:31,2023-05-28
47.04039,8.334398,10:23:43,2023-05-28
47.04063,8.33426,10:23:52,2023-05-28
47.04082,8.334108,10:24:02,2023-05-28
47.04106,8.333933,10:24:13,2023-05-28
47.04125,8.333746,10:24:23,2023-05-28
47.04139,8.333569,10:24:33,2023-05-28
47.04158,8.333394,10:24:45,2023-05-28
47.04179,8.333225,10:24:54,2023-05-28
47.04199,8.333087,10:25:04,2023-05-28
47.04218,8.332908,10:25:14,2023-05-28
47.04237,8.332693,10:25:24,2023-05-28
47.04254,8.332441,10:25:34,2023-05-28
47.04273,8.3322,10:25:46,2023-05-28
47.04293,8.332014,10:25:55,2023-05-28
47.04312,8.331819,10:26:05,2023-05-28
47.04331,8.331559,10:26:16,2023-05-28
47.04345,8.331303,10:26:26,2023-05-28
47.0436,8.331043,10:26:36,2023-05-28
47.04375,8.330781,10:26:48,2023-05-28
47.04393,8.330502,10:26:57,2023-05-28
47.04409,8.330256,10:27:07,2023-05-28
47.04424,8.330004,10:27:17,2023-05-28
47.04439,8.329749,10:27:27,2023-05-28
47.04455,8.329488,10:27:38,2023-05-28
47.0447,8.329239,10:27:50,2023-05-28
47.04485,8.32892,10:27:59,2023-05-28
47.04499,8.328621,10:28:09,2023-05-28
47.04511,8.328337,10:28:19,2023-05-28
47.04523,8.328036,10:28:29,2023-05-28
47.04535,8.327725,10:28:40,2023-05-28
47.04546,8.327474,10:28:51,2023-05-28
47.04557,8.327209,10:29:00,2023-05-28
47.04563,8.326841,10:29:11,2023-05-28
47.04565,8.326511,10:29:21,2023-05-28
47.04564,8.326174,10:29:31,2023-05-28
47.04561,8.325842,10:29:41,2023-05-28
47.04556,8.325488,10:29:53,2023-05-28
47.04552,8.325173,10:30:02,2023-05-28
47.04551,8.324861,10:30:12,2023-05-28
47.04548,8.324507,10:30:23,2023-05-28
47.04543,8.324213,10:30:33,2023-05-28
47.04533,8.323928,10:30:43,2023-05-28
47.04526,8.323647,10:30:55,2023-05-28
47.04521,8.32333,10:31:04,2023-05-28
47.04511,8.323077,10:31:14,2023-05-28
47.04506,8.322813,10:31:24,2023-05-28
47.04502,8.322535,10:31:34,2023-05-28
47.045,8.32224,10:31:45,2023-05-28
47.04501,8.321992,10:31:57,2023-05-28
47.04502,8.321837,10:32:05,2023-05-28
47.04502,8.3217,10:32:16,2023-05-28
47.04501,8.321616,10:32:26,2023-05-28
47.045,8.321612,10:32:36,2023-05-28
47.045,8.321612,10:32:46,2023-05-28
47.045,8.321613,10:32:58,2023-05-28
47.045,8.321614,10:33:07,2023-05-28
47.045,8.321614,10:33:18,2023-05-28
47.045,8.32161,10:33:28,2023-05-28
47.045,8.321608,10:33:38,2023-05-28
47.045,8.321621,10:33:48,2023-05-28
47.045,8.321625,10:34:00,2023-05-28
47.045,8.32163,10:34:09,2023-05-28
47.045,8.321654,10:34:19,2023-05-28
47.04501,8.321669,10:34:30,2023-05-28
47.04502,8.321671,10:34:40,2023-05-28
47.04502,8.321671,10:34:50,2023-05-28
47.04501,8.321645,10:35:02,2023-05-28
47.04501,8.321595,10:35:11,2023-05-28
47.04501,8.321584,10:35:21,2023-05-28
47.045,8.321488,10:35:31,2023-05-28
47.045,8.321353,10:35:42,2023-05-28
47.04499,8.32122,10:35:52,2023-05-28
47.04499,8.321116,10:36:04,2023-05-28
47.04499,8.321111,10:36:13,2023-05-28
47.04499,8.321106,10:36:23,2023-05-28
47.04497,8.321024,10:36:33,2023-05-28
47.04498,8.321018,10:36:44,2023-05-28
